id_props,building_status,building_tax_expenses,id_deals,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
a0I2A00000XQLEKUA5,Existing,,a0I2A00000XQLEKUA5,City-0252,Class A,County-0344,N,TRUE,Market-0165,1,,,,1549.99,1896551.72,Multi-Housing,Northeast,4500000,9/30/2014,,35484,29,2017
a0I2A00000XQLELUA5,,,a0I2A00000XQLELUA5,City-0212,Class B,County-0061,N,FALSE,Market-0065,1,1,,100,107.9,,Office,West,18450000,9/28/2016,12,170988,,1966
a0I2A00000XQLENUA5,Existing,2016 Tax @ $2.33/sf,a0I2A00000XQLENUA5,City-1570,Class A,County-0047,N,TRUE,Market-0165,,5,552,56,134.42,,Office,Northeast,35000000,8/31/2017,12.23,260382,,1988
a0I2A00000XQLEOUA5,Existing,"2016 Tax @ $0.49/sf, 2004 Est Tax @ $0.38/sf; 2005 Ops @ $0.06/sf, 2007 Est Ops @ $0.86/sf",a0I2A00000XQLEOUA5,City-0081,Class B,County-0143,N,TRUE,Market-0013,,1,96,84,5538.19,1595000000,Industrial,Southeast,1595000000,12/18/2014,9.1,288000,1,1997
a0I2A00000XQLETUA5,Existing,2016 Tax @ $2.42/sf,a0I2A00000XQLETUA5,City-1570,Class A,County-0047,N,TRUE,Market-0165,,5,725,54,237.54,,Office,Northeast,61850000,8/31/2017,12.23,260382,,1988
a0I2A00000XQLEUUA5,Existing,2016 Tax @ $308.80/Unit,a0I2A00000XQLEUUA5,City-0090,Class A,County-0636,N,FALSE,Market-0016,11,2,,96,189.91,167968.75,Multi-Housing,Southwest,43000000,12/1/2016,23.66,226420,256,2014
a0I2A00000XQLEVUA5,Existing,"2016 Tax @ $1.72/sf; 2011 Ops @ $4.36/sf, 2010 Est Ops @ $4.41/sf",a0I2A00000XQLEVUA5,City-2029,Class B,County-0301,N,TRUE,Market-0232,1,1,250,83,1697.88,,Office,Southeast,101000000,6/2/2017,7.11,59486,,1989
a0I2A00000XQLEYUA5,,,a0I2A00000XQLEYUA5,City-0497,,County-0221,N,FALSE,Market-0165,,,,,,,Multi-Housing,Northeast,,,,,,
a0I2A00000XQLEZUA5,Existing,2016 Tax @ $1.93/sf,a0I2A00000XQLEZUA5,City-0970,Class B,County-0172,N,TRUE,Market-0059,,1,29,50,58639.71,1595000000,Industrial,Southwest,1595000000,12/18/2014,1.9,27200,1,1995
a0I2A00000XQLEaUAP,Existing,2016 Tax @ $0.70/sf,a0I2A00000XQLEaUAP,City-2040,Class B,County-0400,N,TRUE,Market-0178,,1,40,100,39558.53,1595000000,Industrial,Southwest,1595000000,12/18/2014,1.9,40320,1,1979
a0I2A00000XQLEdUAP,,,a0I2A00000XQLEdUAP,City-1805,Class B,County-0560,N,TRUE,Market-0202,,,,100,,,Industrial,West,,,2.4,41960,1,1981
a0I2A00000XQLEiUAP,Existing,2016 Tax @ $2.07/sf,a0I2A00000XQLEiUAP,City-1570,Class A,County-0047,Y,TRUE,Market-0165,,5,725,95,249.08,,Office,Northeast,61850000,8/31/2017,12.49,260962,,1988
a0I2A00000XQLEjUAP,Existing,2016 Tax @ $2.04/sf,a0I2A00000XQLEjUAP,City-0228,Class B,County-0471,N,TRUE,Market-0140,,3,,85,2039.77,,Office,West,55600000,11/30/2016,1.7,27258,,1980
a0I2A00000XQLEkUAP,Existing,2013 Tax @ $1.69/sf; 2009 Ops @ $5.28/sf,a0I2A00000XQLEkUAP,City-0228,Class B,County-0471,N,TRUE,Market-0140,3,3,,96,588.41,,Office,West,55600000,11/30/2016,9.126,94492,,1980
a0I2A00000XQLElUAP,Existing,2016 Tax @ $1.70/sf; 2009 Ops @ $8.96/sf,a0I2A00000XQLElUAP,City-0228,Class B,County-0471,N,TRUE,Market-0140,1,3,,77,466.26,27800000,Office,West,55600000,11/30/2016,6.0276,119246,2,1982
a0I2A00000XQLEmUAP,,,a0I2A00000XQLEmUAP,City-0956,Class A,County-0170,N,TRUE,Market-0051,,,,,,,Office,Midwest,,,,110137,,
a0I2A00000XQLEnUAP,Existing,2016 Tax @ $953.63/Unit,a0I2A00000XQLEnUAP,City-1799,Class B,County-0495,N,FALSE,Market-0232,4,2,700,94,85.95,83712.12,Multi-Housing,Southeast,44200000,12/16/2016,24.71,514272,528,1974
a0I2A00000XQLEoUAP,,,a0I2A00000XQLEoUAP,City-0981,Class B,County-0203,N,FALSE,Market-0112,2,5,,100,120,,Office,Southeast,27000000,2/16/2011,6.99,225000,,1990
a0I2A00000XQLEpUAP,Proposed,2012 Tax @ $1.18/sf,a0I2A00000XQLEpUAP,City-2175,Class A,County-0192,N,FALSE,Market-0245,,11,,0,,,Multi-Housing,Mid-Atlantic,,,3,166000,208,2019
a0I2A00000XQLEqUAP,,,a0I2A00000XQLEqUAP,City-1009,Class A,County-0330,N,TRUE,Market-0119,,,,95,1889.87,2189655.17,Multi-Housing,Midwest,508000000,11/15/2016,29.31,268802,232,2003
a0I2A00000XQLErUAP,Existing,,a0I2A00000XQLErUAP,City-1966,,County-0692,N,FALSE,Market-0032,,,,,,,Hotel-Lodging,Northeast,,,,0,88,1962
a0I2A00000XQLEsUAP,Existing,2009 Tax @ $4.94/sf,a0I2A00000XQLEsUAP,City-1618,Class B,County-0010,N,TRUE,Market-0179,,4,338,86,,,Office,Mid-Atlantic,,,7.986,93578,,1986
a0I2A00000XQLEtUAP,Existing,2009 Tax @ $4.91/sf,a0I2A00000XQLEtUAP,City-1618,Class B,County-0010,N,TRUE,Market-0179,,5,350,74,,,Office,Mid-Atlantic,,,7.303,97469,,1988
a0I2A00000XQLEuUAP,,,a0I2A00000XQLEuUAP,City-1686,Class B,County-0657,Y,TRUE,Market-0188,,,,,2389.69,3472222.22,Multi-Housing,Mid-Atlantic,,,,104616,72,2012
a0I2A00000XQLEvUAP,,,a0I2A00000XQLEvUAP,City-1852,,County-0124,N,TRUE,Market-0212,,,,,,,Hotel-Lodging,Southeast,,,0.41,107292,144,1997
a0I2A00000XQLEwUAP,Existing,2016 Tax @ $3.43/sf; 2007 Combined Est Tax/Ops @ $45.59/sf,a0I2A00000XQLEwUAP,City-0923,,County-0077,N,TRUE,Market-0151,,6,234,,,,Hotel-Lodging,Southeast,,,4.51,91877,150,1995
a0I2A00000XQLEyUAP,Existing,2016 Tax @ $502.73/Unit,a0I2A00000XQLEyUAP,City-0395,Class C,County-0183,N,TRUE,Market-0013,26,2,700,91,68.73,73055.56,Multi-Housing,Southeast,26300000,12/27/2016,25.6,382644,360,1973
a0I2A00000XQLEzUAP,,,a0I2A00000XQLEzUAP,City-0090,Class A,County-0636,N,FALSE,Market-0016,8,3,,95,248.8,,Office,Southwest,171250000,6/15/2015,,688306,,1999
a0I2A00000XQLF0UAP,Existing,2014 Tax @ $3.37/sf,a0I2A00000XQLF0UAP,City-1257,Class A,County-0219,N,FALSE,Market-0245,1,8,,97,27.55,59093.9,Office,Mid-Atlantic,7268549.717,3/5/2009,4.4273,263806,123,2015
a0I2A00000XQLF1UAP,Existing,"2016 Tax @ $2.25/sf, 2014 Est Tax @ $1.95/sf; 2014 Est Ops @ $4.84/sf",a0I2A00000XQLF1UAP,City-0488,Class B,County-0172,N,TRUE,Market-0059,1,9,806,80,103.84,,Office,Southwest,14659991.29,9/17/2015,2.066,141180,,1984
a0I2A00000XQLF2UAP,Existing,2011 Tax @ $11.47/sf; 2011 Ops @ $9.10/sf,a0I2A00000XQLF2UAP,City-0210,Class A,County-0613,N,FALSE,Market-0032,3,31,,86,251.98,,Office,Northeast,374000000,12/19/1997,5.02,1484268,,1991
a0I2A00000XQLF3UAP,,,a0I2A00000XQLF3UAP,City-0981,Class A,County-0203,N,FALSE,Market-0112,,,,,,,Multi-Housing,Southeast,,,17.73,293799,300,2017
a0I2A00000XQLF4UAP,Existing,2012 Tax @ $2.15/sf,a0I2A00000XQLF4UAP,City-1339,Class B,County-0431,N,FALSE,Market-0106,,4,450,85,46.3,,Other,Southwest,3750000,3/15/2001,16.306,81000,,1982
a0I2A00000XQLF5UAP,,,a0I2A00000XQLF5UAP,City-2014,,County-0574,N,TRUE,Market-0206,,,,100,,,Office,West,,,,58190,,
a0I2A00000XQLF6UAP,,,a0I2A00000XQLF6UAP,City-1290,,County-0419,N,TRUE,Market-0151,,,,,,,Retail,Southeast,,,,4796,,
a0I2A00000XQLF7UAP,,,a0I2A00000XQLF7UAP,City-1096,,County-0326,N,FALSE,Market-0065,,3,,,192.7,168604.65,Multi-Housing,West,29000000,10/23/2014,,150492,172,2000
a0I2A00000XQLF8UAP,Existing,2015 Tax @ $1082.66/Unit,a0I2A00000XQLF8UAP,City-1184,Class B,County-0385,N,FALSE,Market-0140,1,3,12,100,270.51,177380.95,Multi-Housing,West,7450000,8/12/2016,0.41,27541,42,1964
a0I2A00000XQLF9UAP,Existing,2016 Tax @ $1.83/sf,a0I2A00000XQLF9UAP,City-0356,Class A,County-0201,N,TRUE,Market-0188,1,3,226,100,738.67,,Office,Mid-Atlantic,41500000,11/7/2016,5.017,56182,,1988
a0I2A00000XQLFAUA5,Existing,2016 Tax @ $1.95/sf,a0I2A00000XQLFAUA5,City-0356,Class A,County-0201,N,TRUE,Market-0188,1,5,385,100,431.23,,Office,Mid-Atlantic,41500000,11/7/2016,7.703,96236,,1995
a0I2A00000XQLFBUA5,Existing,2015 Tax @ $1.72/sf,a0I2A00000XQLFBUA5,City-0960,Class A,County-0403,N,FALSE,Market-0109,1,7,400,100,96.27,,Office,Midwest,11300000,8/1/2017,8.285,135039,,1986
a0I2A00000XQLFDUA5,Existing,2016 Tax @ $2.04/sf; 2010 Ops @ $4.15/sf,a0I2A00000XQLFDUA5,City-1879,Class B,County-0010,N,TRUE,Market-0179,1,3,110,95,,,Office,Mid-Atlantic,,,3,24880,,1989
a0I2A00000XQLFHUA5,Existing,"2016 Tax @ $3.93/sf, 2011 Est Tax @ $2.98/sf; 2007 Ops @ $14.73/sf, 2011 Est Ops @ $11.80/sf",a0I2A00000XQLFHUA5,City-1290,Class A,County-0419,N,FALSE,Market-0151,,18,400,74,,,Office,Southeast,,,1.4615,130069,,2001
a0I2A00000XQLFIUA5,Existing,2016 Tax @ $2182.52/Unit,a0I2A00000XQLFIUA5,City-0400,Class B,County-0495,N,FALSE,Market-0232,22,2,350,97,149.43,123731.88,Multi-Housing,Southeast,34150000,5/8/2015,21.6,228534,276,1985
a0I2A00000XQLFJUA5,,,a0I2A00000XQLFJUA5,City-0210,Class A,County-0613,N,FALSE,Market-0032,,,,25,,,Multi-Housing,Northeast,,,,34276,29,2014
a0I2A00000XQLFMUA5,,,a0I2A00000XQLFMUA5,City-0741,,County-0005,Y,FALSE,Market-0206,1,,,,3535.71,535135.14,Multi-Housing,West,6795000,10/30/2015,0,28000,185,2017
a0I2A00000XQLFRUA5,,,a0I2A00000XQLFRUA5,City-1523,,County-0551,N,TRUE,Market-0125,1,,,100,,,Medical Office Building,Southeast,,,0.9,11655,,2007
a0I2A00000XQLFSUA5,,,a0I2A00000XQLFSUA5,City-0120,,County-0205,N,TRUE,Market-0020,1,,,,,,Medical Office Building,Southeast,,,1.6,13113,,2008
a0I2A00000XQLFTUA5,,,a0I2A00000XQLFTUA5,City-1500,,County-0272,N,FALSE,Market-0013,,,,,,,Retail,Southeast,,,,174059,,
a0I2A00000XQLFUUA5,,,a0I2A00000XQLFUUA5,City-1626,,County-0536,N,FALSE,Market-0032,,,,80,99.91,,Retail,Northeast,15300000,4/20/2005,,153132,,1965
a0I2A00000XQLFWUA5,,,a0I2A00000XQLFWUA5,City-1290,,County-0419,N,FALSE,Market-0151,1,6,,,318.36,162000,Hotel-Lodging,Southeast,18630000,6/16/2015,1.51,58518,115,1976
a0I2A00000XQLFXUA5,Existing,2016 Tax @ $0.16/sf,a0I2A00000XQLFXUA5,City-0412,Class A,County-0068,N,FALSE,Market-0106,,1,,100,148.29,,Industrial,Southwest,2950000,4/20/2015,2.37,19894,,2014
a0I2A00000XQLFYUA5,Under Construction,,a0I2A00000XQLFYUA5,City-1290,Class A,County-0419,N,FALSE,Market-0151,1,20,,,73.33,71197.41,Land,Southeast,22000000,12/11/2015,1.78,300000,309,2018
a0I2A00000XQLFZUA5,,,a0I2A00000XQLFZUA5,City-0912,,County-0501,N,TRUE,Market-0032,1,1,,100,,2777777.78,Seniors Housing,Northeast,150000000,5/21/2015,,,54,2012
a0I2A00000XQLFaUAP,Existing,2001 Est Ops @ $9.23/sf,a0I2A00000XQLFaUAP,City-1627,,County-0154,N,FALSE,Market-0059,,1,450,91,,,Retail,Southwest,,4/23/2007,5.6015,130206,,1983
a0I2A00000XQLFbUAP,Existing,"2012 Tax @ $2.63/sf, 2010 Est Tax @ $1.36/sf; 2012 Ops @ $2.32/sf, 2004 Est Ops @ $8.23/sf",a0I2A00000XQLFbUAP,City-0745,,County-0154,N,FALSE,Market-0059,,1,,100,209.82,,Retail,Southwest,20125000,4/29/2015,5.9069,95915,,1999
a0I2A00000XQLFcUAP,,,a0I2A00000XQLFcUAP,City-1011,Class A,County-0698,N,TRUE,Market-0120,1,1,,100,48.24,,Industrial,Midwest,17800000,5/20/2015,23,369000,,2014
a0I2A00000XQLFdUAP,Existing,2016 Tax @ $4789.84/Unit,a0I2A00000XQLFdUAP,City-0090,Class A,County-0636,N,FALSE,Market-0016,4,11,,93,224.31,208609.27,Multi-Housing,Southwest,63000000,10/1/2015,6.5,280867,302,2013
a0I2A00000XQLFeUAP,Existing,2011 Tax @ $1089.93/Unit; 2011 Ops @ $3660.00/Unit,a0I2A00000XQLFeUAP,City-1663,Class A,County-0436,N,TRUE,Market-0183,2,2,,,,,Multi-Housing,West,,,0,4567,30,1910
a0I2A00000XQLFfUAP,,,a0I2A00000XQLFfUAP,City-1813,Class B,County-0562,N,FALSE,Market-0205,1,2,,,,,Retail,West,,,0,26750,35,2014
a0I2A00000XQLFgUAP,,,a0I2A00000XQLFgUAP,City-1483,,County-0451,N,TRUE,Market-0163,,,,,,,Industrial,Northeast,,,2.92,38110,,2003
a0I2A00000XQLFhUAP,,,a0I2A00000XQLFhUAP,City-0917,,County-0310,N,TRUE,Market-0165,,,,100,,,Retail,Northeast,,,,8085,,1990
a0I2A00000XQLFiUAP,,2015 Tax @ $1.28/sf,a0I2A00000XQLFiUAP,City-1813,Class B,County-0562,N,TRUE,Market-0205,1,3,,0,660.77,,Biotech,West,52375000,4/21/2015,1,79263,,1980
a0I2A00000XQLFjUAP,Existing,2016 Tax @ $1.95/sf; 2014 Ops @ $9.44/sf,a0I2A00000XQLFjUAP,City-0546,Class A,County-0419,N,TRUE,Market-0151,,4,100,72,,,Office,Southeast,,,5.0757,91739,,1988
a0I2A00000XQLFkUAP,Existing,2016 Tax @ $1.99/sf; 2014 Ops @ $9.44/sf,a0I2A00000XQLFkUAP,City-1290,Class A,County-0419,N,TRUE,Market-0151,,4,200,92,,,Office,Southeast,,,6.432,90331,,1988
a0I2A00000XQLFlUAP,Existing,"2015 Tax @ $1.46/sf; 2010 Ops @ $4.98/sf, 2002 Est Ops @ $4.98/sf",a0I2A00000XQLFlUAP,City-0360,Class A,County-0412,N,FALSE,Market-0043,1,5,640,85,144.31,,Office,Mid-Atlantic,22000000,2/26/2016,12.2,152452,0,2000
a0I2A00000XQLFmUAP,Existing,"2010 Tax @ $2.26/sf, 2012 Est Tax @ $3.67/sf; 2012 Est Ops @ $2.43/sf",a0I2A00000XQLFmUAP,City-2068,,County-0284,N,FALSE,Market-0106,1,1,44,100,239.8,,Retail,Southwest,2350000,11/17/2015,1.845,9800,,2000
a0I2A00000XQLFnUAP,Existing,2015 Tax @ $1.36/sf,a0I2A00000XQLFnUAP,City-0360,Class B,County-0412,N,FALSE,Market-0043,1,5,304,84,110.38,,Office,Mid-Atlantic,9600000,2/10/2015,4.828,86976,,1984
a0I2A00000XQLFoUAP,,,a0I2A00000XQLFoUAP,City-1286,,County-0400,N,FALSE,Market-0178,,,,100,,,Retail,Southwest,,,,17671,,2000
a0I2A00000XQLFpUAP,,,a0I2A00000XQLFpUAP,City-1315,,County-0293,N,FALSE,Market-0153,1,1,,,27.29,171615.72,Hotel-Lodging,Midwest,39300000,8/3/2016,0.466460052,1440000,229,1986
a0I2A00000XQLFqUAP,Existing,2016 Tax @ $3.49/sf,a0I2A00000XQLFqUAP,City-0090,,County-0636,N,TRUE,Market-0016,1,4,120,69,273.88,159448.82,Hotel-Lodging,Southwest,20250000,3/2/2016,3.354,73938,127,2001
a0I2A00000XQLFrUAP,,,a0I2A00000XQLFrUAP,City-2100,,County-0471,N,FALSE,Market-0140,,1,,,,,Medical Office Building,West,,,,23400,,1973
a0I2A00000XQLFvUAP,Existing,2016 Tax @ $1.75/sf,a0I2A00000XQLFvUAP,City-1096,,County-0492,N,TRUE,Market-0214,,1,190,100,2033.47,,Retail,West,106200000,6/30/2016,3.88,52226,,1984
a0I2A00000XQLFwUAP,,,a0I2A00000XQLFwUAP,City-0192,Class A,County-0429,N,FALSE,Market-0029,2,,,100,,,Multi-Housing,Midwest,,,,55822,60,2011
a0I2A00000XQLFxUAP,Existing,2008 Tax @ $5.28/sf,a0I2A00000XQLFxUAP,City-1813,Class C,County-0562,N,TRUE,Market-0205,,1,46,100,13098.76,,Industrial,West,150400000,2/5/2009,4.789,11482,,1992
a0I2A00000XQLFyUAP,Existing,2015 Tax @ $1000.33/Unit,a0I2A00000XQLFyUAP,City-1787,Class B,County-0624,N,FALSE,Market-0059,14,1,,98,,,Multi-Housing,Southwest,,,7.6,117317,152,1984
a0I2A00000XQLFzUAP,Existing,"2012 Tax @ $1.46/sf; 2009 Ops @ $1.18/sf, 2006 Est Ops @ $0.15/sf",a0I2A00000XQLFzUAP,City-0090,Class A,County-0636,N,TRUE,Market-0016,2,1,254,100,168.82,,Industrial,Southwest,21000000,4/7/2015,10.14999994,124390,,1997
a0I2A00000XQLG0UAP,,,a0I2A00000XQLG0UAP,City-1149,Class B,County-0378,N,FALSE,Market-0183,,,,,,,Multi-Housing,West,,,,85200,96,1994
a0I2A00000XQLG5UAP,Existing,2015 Tax @ $7541.46/Unit,a0I2A00000XQLG5UAP,City-1195,Class B,County-0385,N,FALSE,Market-0140,1,2,,,651.95,937500,Multi-Housing,West,15000000,7/11/2014,0.6612,23008,16,1964
a0I2A00000XQLG6UAP,Existing,2016 Tax @ $1.09/sf,a0I2A00000XQLG6UAP,City-1216,Class A,County-0471,N,FALSE,Market-0171,1,3,444,,33.55,,Office,Southeast,4287971.254,12/31/2011,7.23,127817,,1981
a0I2A00000XQLG7UAP,Existing,2016 Tax @ $1902.59/Unit; 2013 Ops @ $8983.53/Unit,a0I2A00000XQLG7UAP,City-0090,Class B,County-0636,N,TRUE,Market-0016,39,3,550,85,255.22,262620.48,Multi-Housing,Southwest,130785000,11/29/2016,26.856,512442,498,1997
a0I2A00000XQLG8UAP,,,a0I2A00000XQLG8UAP,City-0137,,County-0170,N,TRUE,Market-0051,,,,100,,,Retail,Midwest,,,,7789,,2008
a0I2A00000XQLGAUA5,Existing,"2016 Tax @ $0.02/sf; 2015 Ops @ $2.75/sf, 2010 Est Ops @ $3.20/sf",a0I2A00000XQLGAUA5,City-1020,,County-0147,N,TRUE,Market-0013,3,1,356,82,405.14,,Retail,Southeast,13000000,4/27/2015,6.5,32088,,2007
a0I2A00000XQLGBUA5,,,a0I2A00000XQLGBUA5,City-1070,,County-0355,N,FALSE,Market-0125,,,,96,120.28,53603.17,Multi-Housing,Southeast,10131000,4/30/2015,4.09,84225,189,2013
a0I2A00000XQLGCUA5,,,a0I2A00000XQLGCUA5,City-0895,,County-0175,N,TRUE,Market-0100,,,,100,,,Retail,Mid-Atlantic,,,,11625,,1990
a0I2A00000XQLGDUA5,,,a0I2A00000XQLGDUA5,City-0333,,County-0031,N,TRUE,Market-0245,,,,100,,,Other,Mid-Atlantic,,,,15638,,1990
a0I2A00000XQLGFUA5,,,a0I2A00000XQLGFUA5,City-2217,,County-0391,N,TRUE,Market-0213,,,,100,,,Retail,Mid-Atlantic,,,,32800,,1990
a0I2A00000XQLGHUA5,Existing,2013 Tax @ $0.38/sf; 2006 Combined Est Tax/Ops @ $2.45/sf,a0I2A00000XQLGHUA5,City-1699,,County-0706,N,TRUE,Market-0254,,1,800,95,1816.09,,Retail,Mid-Atlantic,283806991,1/13/2015,55.77,156274,,1990
a0I2A00000XQLGIUA5,,,a0I2A00000XQLGIUA5,City-1098,,County-0360,N,TRUE,Market-0128,,,,100,,,Retail,Mid-Atlantic,,,,7500,,1990
a0I2A00000XQLGLUA5,,,a0I2A00000XQLGLUA5,City-2330,Class B,County-0706,N,TRUE,Market-0254,,,,100,,,Office,Mid-Atlantic,,,,52586,,1999
a0I2A00000XQLGPUA5,Existing,2016 Tax @ $1.02/sf; 2006 Combined Est Tax/Ops @ $20.60/sf,a0I2A00000XQLGPUA5,City-1532,,County-0471,N,FALSE,Market-0171,,3,232,,136.36,68181.82,Hotel-Lodging,Southeast,21000000,1/31/2017,13.6801,154000,308,1989
a0I2A00000XQLGQUA5,,,a0I2A00000XQLGQUA5,City-0488,Class C,County-0172,N,FALSE,Market-0059,,,,,,,Multi-Housing,Southwest,,,,183837,174,1969
a0I2A00000XQLGRUA5,,,a0I2A00000XQLGRUA5,City-0936,,County-0284,N,FALSE,Market-0106,,,,,207.1,,Retail,Southwest,61000000,6/17/2005,,294540,,
a0I2A00000XQLGSUA5,,,a0I2A00000XQLGSUA5,City-0705,,County-0561,N,TRUE,Market-0140,,,,74,,64.56,Self-Storage,West,4795885,10/19/2011,,,74285,1986
a0I2A00000XQLGTUA5,,,a0I2A00000XQLGTUA5,City-0279,,County-0246,N,FALSE,Market-0067,,,,,,,Retail,Midwest,,,,35205,,
a0I2A00000XQLGUUA5,Existing,2016 Tax @ $2.77/sf,a0I2A00000XQLGUUA5,City-1184,Class B,County-0385,Y,FALSE,Market-0140,1,6,600,98,241.36,,Medical Office Building,West,30750000,10/10/2006,5.329,153300,,1989
a0I2A00000XQLGWUA5,,,a0I2A00000XQLGWUA5,City-0488,Class A,County-0172,N,FALSE,Market-0059,,,,,,,Multi-Housing,Southwest,,,,,158,
a0I2A00000XQLGXUA5,Existing,2013 Tax @ $1397.53/Unit,a0I2A00000XQLGXUA5,City-1332,Class A,County-0010,Y,FALSE,Market-0179,12,3,450,97,124.09,112926.14,Multi-Housing,Mid-Atlantic,25000000,12/16/2010,48,320320,352,1989
a0I2A00000XQLGYUA5,Existing,2008 Tax @ $1061.52/Unit,a0I2A00000XQLGYUA5,City-0936,Class A,County-0284,N,TRUE,Market-0106,10,3,350,95,382.96,338983.05,Multi-Housing,Southwest,80000000,1/2/2015,10.29999994,208898,236,1999
a0I2A00000XQLGZUA5,Existing,2016 Tax @ $1.82/sf; 2006 Combined Est Tax/Ops @ $38.28/sf,a0I2A00000XQLGZUA5,City-0314,,County-0562,N,FALSE,Market-0205,1,3,102,,,,Hotel-Lodging,West,,,4.78,99000,161,2000
a0I2A00000XQLGaUAP,,,a0I2A00000XQLGaUAP,City-1805,Class A,County-0560,N,FALSE,Market-0202,51,1,,,,,Multi-Housing,West,,,34.64,424358,366,1969
a0I2A00000XQLGbUAP,Existing,"2009 Tax @ $1.34/sf, 2011 Est Tax @ $1.33/sf; 2008 Ops @ $6.86/sf, 2011 Est Ops @ $3.13/sf",a0I2A00000XQLGbUAP,City-1918,Class A,County-0343,N,FALSE,Market-0214,1,2,206,95,,,Industrial,West,,,4.11,76661,4,2001
a0I2A00000XQLGeUAP,Existing,2016 Tax @ $2106.26/Unit,a0I2A00000XQLGeUAP,City-0509,Class B,County-0284,N,FALSE,Market-0106,14,2,250,98,91.55,82215,Multi-Housing,Southwest,12250035,6/24/2015,6.61999,133800,149,1983
a0I2A00000XQLGfUAP,Existing,2014 Tax @ $0.04/sf,a0I2A00000XQLGfUAP,City-0717,Class A,County-0706,N,TRUE,Market-0043,3,3,263,91,668.08,,Office,Southeast,39500000,4/3/2015,3.9,59125,,2007
a0I2A00000XQLGgUAP,,,a0I2A00000XQLGgUAP,City-1367,Class B,County-0574,N,FALSE,Market-0206,1,1,,100,715.9,,Office,West,14900000,7/1/2015,1.41,20813,,1968
a0I2A00000XQLGhUAP,,,a0I2A00000XQLGhUAP,City-0360,Class A,County-0412,N,FALSE,Market-0043,2,2,,100,104.98,,Industrial,Mid-Atlantic,21500000,4/29/2016,6.42,204800,,2000
a0I2A00000XQLGiUAP,Existing,2015 Tax @ $1.36/sf; 2016 Combined Est Tax/Ops @ $9.21/sf,a0I2A00000XQLGiUAP,City-0007,Class B,County-0172,N,FALSE,Market-0059,2,12,220,42,57.26,,Office,Southwest,14300000,10/9/2015,5.1776,249753,,1986
a0I2A00000XQLGjUAP,Existing,2014 Tax @ $0.42/sf,a0I2A00000XQLGjUAP,City-0717,Class A,County-0706,N,TRUE,Market-0043,,3,300,100,665.41,,Office,Southeast,39500000,4/3/2015,3.81,59362,,2014
a0I2A00000XQLGkUAP,Proposed,2016 Tax @ $0.58/sf,a0I2A00000XQLGkUAP,City-0488,Class C,County-0172,N,FALSE,Market-0059,1,22,,0,42.32,32028.11,Hotel-Lodging,Southwest,7975000,3/27/2015,0.6946,188435,249,1956
a0I2A00000XQLGlUAP,Existing,,a0I2A00000XQLGlUAP,City-2298,Class A,County-0471,N,FALSE,Market-0171,,3,,93,,,Office,Southeast,,,4.9997,86075,,2013
a0I2A00000XQLGmUAP,Existing,2014 Tax @ $114.93/Unit,a0I2A00000XQLGmUAP,City-2040,Class A,County-0400,N,TRUE,Market-0178,1,15,,97,,,Multi-Housing,Southwest,,,,312890,384,2017
a0I2A00000XQLGnUAP,,,a0I2A00000XQLGnUAP,City-2099,,County-0644,N,FALSE,Market-0239,,,,29,,,Multi-Housing,Southeast,,,,272688,228,2017
a0I2A00000XQLGoUAP,,,a0I2A00000XQLGoUAP,City-1573,Class A,County-0197,N,FALSE,Market-0065,16,3,,97,,,Multi-Housing,West,,,16.92,322940,360,2000
a0I2A00000XQLGpUAP,,,a0I2A00000XQLGpUAP,City-1573,Class A,County-0197,N,FALSE,Market-0065,16,3,,96,,,Multi-Housing,West,,,18.447,332084,368,2000
a0I2A00000XQLGqUAP,,,a0I2A00000XQLGqUAP,City-1734,Class A,County-0531,N,FALSE,Market-0195,1,6,,,,,Office,Mid-Atlantic,,,1.33,140000,,1985
a0I2A00000XQLGtUAP,Existing,2016 Tax @ $2.59/sf,a0I2A00000XQLGtUAP,City-0894,Class A,County-0219,N,FALSE,Market-0245,1,2,388,90,227.03,,Office,Mid-Atlantic,22000000,2/12/2007,5.45,96902,,2006
a0I2A00000XQLGvUAP,,,a0I2A00000XQLGvUAP,City-1544,,County-0355,N,TRUE,Market-0149,,,,90,,,Multi-Housing,Southeast,,,,76840,68,2017
a0I2A00000XQLGwUAP,,,a0I2A00000XQLGwUAP,City-0800,,County-0272,N,FALSE,Market-0137,,,,,,,Retail,Midwest,,,,86007,,
a0I2A00000XQLGxUAP,Existing,2016 Tax @ $56.56/Unit; 2010 Ops @ $3706.27/Unit,a0I2A00000XQLGxUAP,City-0755,Class A,County-0241,N,FALSE,Market-0106,3,4,463,80,66.17,64962.12,Multi-Housing,Southwest,17150000,5/22/2009,15,259200,264,2005
a0I2A00000XQLGyUAP,,,a0I2A00000XQLGyUAP,City-1731,Class A,County-0529,N,FALSE,Market-0140,,,,95,,,Multi-Housing,West,,,,249406,264,2014
a0I2A00000XQLGzUAP,,,a0I2A00000XQLGzUAP,City-0889,,County-0139,N,FALSE,Market-0132,,,,91,,,Retail,West,0,6/22/2015,37.6,383724,,2006
